001,005,007,008,035_##$a,040_##$a,040_##$c,040_##$d,045_##$a,100_1#$a,100_1#$c,100_1#$d,100_1#$q,240_1*$a,240_1*$l,245_1*$a,245_1*$b,245_1*$h,260_##$c,300_##$a,300_##$b,500_##$a,505_0#$a,510_4#$a,510_4#$b,510_4#$c,518_##$a,520_##$a,540_##$a,600_00$a,600_00$d,600_00$x,600_07$0,600_07$2,600_07$a,600_07$d,600_10$a,600_10$d,600_10$q,600_10$t,600_10$x,600_17$0,600_17$2,600_17$a,600_17$d,600_17$q,610_10$a,610_10$b,610_17$0,610_17$2,610_17$a,610_17$b,610_20$a,610_20$x,610_20$y,610_27$0,610_27$2,610_27$a,611_27$0,611_27$2,611_27$a,630_#7$0,630_#7$2,630_#7$a,630_00$a,648_#7$2,648_#7$a,650_#0$a,650_#0$v,650_#0$x,650_#0$y,650_#0$z,650_#7$0,650_#7$2,650_#7$a,650_#7$x,651_#0$a,651_#0$x,651_#0$y,651_#0$z,651_#7$0,651_#7$2,651_#7$a,651_#7$z,655_#7$0,655_#7$2,655_#7$a,700_1#$a,700_1#$c,700_1#$d,700_1#$q,710_1#$4,710_1#$a,710_1#$b,830_ *$a,830_ *$p,899_1#$a,905_##$a,948_2#$a,948_2#$b,948_2#$d,948_2#$e,948_2#$x,leader
3600944,20151214182739.0,ss|lmnjluz|nuu,991101s1985 nyunnn l eng d,(NIC)notisASF8009;3600944;(OCoLC)63896835;,NIC,NIC,NIC ;NIC;,,"Culler, Jonathan D.",,,,,,Communicative competence and normative force,,[sound recording],1985.,1 sound cassette (75 min.) :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.;Sponsored by: German Literature, Department of,Women's Studies
                Program.;",,,,,"Lecture, March 16, 1985.","Culler discusses Habermas' notion of communication and literary
                principles and his study of language in its relation to action. Mohanty serves as
                discussant.",,,,,,,,,"Habermas, Jürgen.",,,,,(OCoLC)fst00028860,fast,"Habermas, Jürgen",,,,,,,,,,,,,,,,,,,,,,fast,1900 - 1999,German literature;Frankfurt school of sociology.;Language and languages.;,,,20th century.,,(OCoLC)fst00933734;(OCoLC)fst00941797;(OCoLC)fst00992154;,fast;fast;fast;,Frankfurt school of sociology;German literature;Language and languages;,,,,,,,,,,,,,"Mohanty, Satya P.",,1954-,"(Satya Prakash),",,,,Rationality and modern society.,,CULectures,20000315120000.0,20141221,m,batch,lts,addfast,01530cim a22003852u 4500
3600942,20151214182739.0,ss|lmnjluz|nuu,991101s1985 nyunnn l eng d,(NIC)notisASF8007;3600942;(OCoLC)63896832;,NIC,NIC,NIC;NIC;,,"Benhabib, Seyla.",,,,,,The utopian dimension in communicative ethics,,[sound recording],1985.,1 sound cassette (78 min.) :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.;Sponsored by: German Literature, Department of,Women's Studies
                Program.;",,,,,"Lecture, March 16, 1985.","Benhabib explains the latent utopianism evident in Habermas'
                view of communicative ethics. Miller serves as discussant.",,,,,,,,,"Habermas, Jurgen.",,,,,(OCoLC)fst00028860,fast,"Habermas, Jürgen",,,,,,,,,,,,,,,,,,,,,,fast,1900 - 1999,German literature;Frankfurt school of sociology.;Utopias in literature.;,,,20th century.,,(OCoLC)fst00933734;(OCoLC)fst00941797;(OCoLC)fst01163372;,fast;fast;fast;,Frankfurt school of sociology;German literature;Utopias in literature;,,,,,,,,,,,,,"Miller, Richard.",,,,,,,Rationality and modern society.,,CULectures,20000330120000.0,20141221,m,batch,lts,addfast,01453cim a22003852u 4500
3600936,20151214182738.0,ss|lmnjluz|nuu,991101s1985 nyunnn l eng d,(NIC)notisASF8001;3600936;(OCoLC)63896824;,NIC,NIC,NIC;NIC;,,"Williams, L. Pearce,",,1927-2015.,,,,Cornell 1969-1985: liberalism to conservatism?,,[sound recording],1985.,1 sound cassette (86 min.) :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.",,,,,"Lecture, March 19, 1985.","Williams and Burak discuss the topic of student activism and
                political orientation of Cornell students at the present as compared to the
                1960's.",,,,,,,,,,,,,,,,,,,,,,,,,Cornell University,History.,,(OCoLC)fst00530369,fast,Cornell University,,,,,,,,,,Youth;Student movements.;Students;,,Political activity.;Political activity.;,,,(OCoLC)fst01135954;(OCoLC)fst01136098;(OCoLC)fst01183486;,fast;fast;fast;,Student movements;Students;Youth;,Political activity;Political activity;,,,,,,,,,(OCoLC)fst01411628,fast,History,"Burak, David,",,1945-,,,,,,,CULectures,20000407120000.0,20141221,m,batch,lts,addfast,01383cim a22003612u 4500
3600924,20151214182737.0,ss|lmnjluz|nuu,991101s1985 nyunnn l eng d,(NIC)notisASF7989;3600924;(OCoLC)63896811;,NIC,NIC,NIC,,"Powers, Thomas.",,,,,,U.S. nuclear war plans,,[sound recording],1985.,1 sound cassette (22 min.) :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.;Accompanied by: Notes.;Sponsored by: November 11th Committee.;",,,,,"Lecture, March 26, 1985.","Powers chronicles the events which led to World War I and presents
                them as a warning against current military policies.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(OCoLC)fst01180746,fast,World War (1914-1918),,,,,fast,1914 - 1918,"Nuclear warfare.;World War, 1914-1918.;",,,,,(OCoLC)fst01040920,fast,Nuclear warfare,,United States,History,1914-1918.,,(OCoLC)fst01204155,fast,United States,,,,,,,,,,,,,,CULectures,20000413120000.0,20141221,m,batch,lts,addfast,01223cim a22003492u 4500
3604609,20151214183430.0,ss|lmnjluz|nuu,991101s1985 nyunnn l eng d,(NIC)notisASG1674;3604609;(OCoLC)63903063;,NIC,NIC,NIC;NIC;,,"Welty, Eudora,",,1909-2001.,,,,"Eudora Welty reads her short story ""The Wide
                Net""",,[sound recording],1985.,1 sound cassette (43 min.) :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.;Sponsored by: Andrew D. White Professors-At-Large Program.;Speaker(s): Well-known author.;",,,,,"Reading, March 27, 1985.","Welty reads her short story, ""The Wide Net"".",No reproductions authorized.,,,,,,,,"Welty, Eudora,",1909-2001.,,,,(OCoLC)fst00033436,fast,"Welty, Eudora,",1909-2001,,,,,,,,,,,,,,,,,,,,,fast,1900 - 1999,Fiction;Prose literature.;,,,20th century.,,(OCoLC)fst00923709;(OCoLC)fst01079302;,fast;fast;,Fiction;Prose literature;,,,,,,,,,,,,,,,,,,,,Andrew D. White Professors-At-Large lectures.,,CULectures,20000413120000.0,20141221,m,batch,lts,addfast,01319cim a22003732u 4500
3600907,20151214182733.0,ss|lmnjluz|nuu,991101s1985 nyunnn l eng d,(NIC)notisASF7972;3600907;(OCoLC)63896791;,NIC,NIC,NIC;NIC;,,"Wolff, Tobias,",,1945- ,,,,Tobias Wolff reads his own work. ,,[sound recording],1985.,1 sound cassette (50 min.) :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.;Sponsored by: Creative Writing Program,National Endowment for the
                Arts.;",,,,,"Reading, April 11, 1985.","Wolff reads from his works ""Sister"" and ""The Rich
                Brother"".",No reproductions authorized.,,,,,,,,"Wolff, Tobias,",1945- ,,,,(OCoLC)fst00067114,fast,"Wolff, Tobias,",1945-,,,,,,,,,,,,,,,,,,,,,fast,1900 - 1999,"Literature, Modern;Fiction;",,,20th century.;20th century.;,,(OCoLC)fst00923709;(OCoLC)fst01000172;,fast;fast;,"Fiction;Literature, Modern;",,,,,,,,,,,,,,,,,,,,,,CULectures,20000417120000.0,20141221,m,batch,lts,addfast,01228cim a22003492u 4500
3600906,20151214182733.0,ss|lmnjluz|nuu,991101s1985 nyunnn l eng d,(NIC)notisASF7971;3600906;(OCoLC)63896789;,NIC,NIC,NIC;NIC;,,"Lynch, Dotty.",,,,,,"Survey research and presidential campaigns: the Democrats in
                1984",,[sound recording],1985.,1 sound cassette (62 min.) :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.;Accompanied by: Notes.;Sponsored by: Cornell Institute for Social and Economic Research
                (CISER).;",,,,,"Lecture, April 15, 1985.","Lynch describes the use of polls in presidential campaigns,
                specifically the 1984 campaign.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Politics, Practical.;Public opinion polls.;Elections;Presidents;",,,,United States.;United States.;,(OCoLC)fst00904324;(OCoLC)fst01069977;(OCoLC)fst01075723;(OCoLC)fst01082803;,fast;fast;fast;fast;,"Elections;Politics, Practical;Presidents;Public opinion polls;",,,,,,(OCoLC)fst01204155,fast,United States,,,,,,,,,,,,Polling and the political process.,,CULectures,20000320120000.0,20141221,m,batch,lts,addfast,01439cim a22003852u 4500
3600899,20151214182732.0,ss|lmnjluz|nuu,991101s1985 nyunnn l eng d,(NIC)notisASF7964;3600899;(OCoLC)63896781;,NIC,NIC,NIC;NIC;,,"Wilson, Kenneth G.",,1936-2013.,"(Kenneth Geddes),",,,Uncovering the supercomputer,,[sound recording],1985.,1 sound cassette (69 min.) :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.;Accompanied by: Notes.;Sponsored by: University Unions Programming Board.;",,,,,"Lecture, April 15, 1985.","Wilson discusses the capabilities and effects of the supercomputer
                presently being installed at Cornell.",,,,,,,,,,,,,,,,,,,,,,,,,Cornell University,Computers.,,(OCoLC)fst00530369,fast,Cornell University,,,,,,,,,,Computers.;Supercomputers.;Parallel processing (Electronic computers).;,,,,,(OCoLC)fst00872776;(OCoLC)fst01052928;(OCoLC)fst01138790;,fast;fast;fast;,Computers;Parallel processing (Electronic computers);Supercomputers;,,,,,,,,,,,,,,,,,,,,,,CULectures,20000411120000.0,20141221,m,batch,lts,addfast,01352cim a22003612u 4500
3600904,20151214182732.0,ss|lmnjluz|nuu,991101s1985 nyunnn l eng d,(NIC)notisASF7969;3600904;(OCoLC)63896787;,NIC,NIC,NIC;NIC;,,"ElSaadawi, Nawal.",,,,,,Third world women and creativity,,[sound recording],1985.,1 sound cassette (60 min.) :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.;Accompanied by: Notes.;Sponsored by: Women's Studies Program,Society for the
                Humanities,Latin American Studies Program,Near Eastern Studies, Department
                of.;",,,,,"Lecture, April 17, 1985.","ElSaadawi discusses the oppression of women in the Third World by
                imperialist powers and by men in the household and suggests ways in which this
                oppression hinders creativity.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Imperialism.;Women;Women;,,"Social conditions.;Legal status, laws, etc.;",,,(OCoLC)fst00968126;(OCoLC)fst01176568;(OCoLC)fst01176824;(OCoLC)fst01176947;,fast;fast;fast;fast;,Imperialism;Women;Women;Women;,"Legal status, laws, etc.;Social conditions;",Developing countries,Women.,,,(OCoLC)fst01242969,fast,Developing countries,,,,,,,,,,,,,,CULectures,20000320120000.0,20141221,m,batch,lts,addfast,01526cim a22003732u 4500
3600848,20151214182722.0,ss|lmnjluz|nuu,991101s1985 nyunnn l eng d,(NIC)notisASF7913;3600848;(OCoLC)63896711;,NIC,NIC,NIC;NIC;,,"Pendleton, Clarence M.,",Jr.,,,,,Civil rights: where do we go from here?,,[sound recording],1985.,1 sound cassette (75 min.) :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.;Speaker(s): Chairman of the U.S. Civil Rights Commission.;",,,,,"Lecture, July 24, 1985.","Pendleton describes the problem of discrimination in the United
                States and suggests some solutions to it.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Civil rights;Race discrimination;Discrimination.;,,Law and legislation.,,United States.,(OCoLC)fst00862627;(OCoLC)fst00894985;(OCoLC)fst01086474;,fast;fast;fast;,Civil rights;Discrimination;Race discrimination;,Law and legislation,,,,,(OCoLC)fst01204155,fast,United States,,,,,,,,,,,,,,CULectures,20000302120000.0,20141221,m,batch,lts,addfast,01275cim a22003372u 4500
3604611,20151214183430.0,ss|lmnjluz|nuu,991101s1985 nyunnn l eng d,(NIC)notisASG1676;3604611;(OCoLC)63903066;,NIC,NIC,NIC;NIC;,,"Derrida, Jacques.",,,,,,Heidegger's hand,,[sound recording],1985.,2 sound cassettes (115 min.) :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.;Sponsored by: Andrew D. White Professors-At-Large Program.;Speaker(s): French philosopher and author.;",,,,,"Lecture, September 11, 1985.","Derrida translates, reads, and discusses the work of
                Heidegger.",,,,,,,,,"Heidegger, Martin,",1889-1976.,,,,(OCoLC)fst00032385,fast,"Heidegger, Martin,",1889-1976,,,,,,,,,,,,,,,,,,,,,,,History;Philosophy.;,,Philosophy.,,,(OCoLC)fst00958266;(OCoLC)fst01060777;,fast;fast;,History;Philosophy;,Philosophy,,,,,,,,,,,,,,,,,,,Andrew D. White Professors-At-Large lectures.,,CULectures,20000407120000.0,20141221,m,batch,lts,addfast,01241cim a22003492u 4500
3600847,20151214182722.0,ss|lmnjluz|nuu,991101s1985 nyunnn l eng d,(NIC)notisASF7912;3600847;(OCoLC)63896710;,NIC,NIC,NIC ;NIC;,,"Stockwell, John,",,1937- ,,,,Secret wars of the CIA,,[sound recording],1985.,2 sound cassettes (150 min.) :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.;Accompanied by: Notes.;Sponsored by: Student Finance Commission,Committee on United
                States-Latin American Relations (CUSLAR).;",,,,,"Panel, October 2, 1985.","Panel discusses several aspects of the CIA: recruitment on campus,
                international law and involvement in Central America, an ""inside"" view of
                the organization, and current CIA operations in Nicaragua.",No reproductions authorized.,,,,,,,,,,,,,,,,,,United States.,Central Intelligence Agency.,(OCoLC)fst00536259,fast,United States.,Central Intelligence Agency,Cornell University,Recruiting.,,(OCoLC)fst00530369,fast,Cornell University,,,,,,,,,,Intelligence service.;International relations.;,,,,,(OCoLC)fst01907412;(OCoLC)fst00975848;(OCoLC)fst00977053;,fast;fast;fast;,Diplomatic relations;Intelligence service;International relations;,,United States,Foreign relations,,Central America.,(OCoLC)fst01244535;(OCoLC)fst01204155;,fast;fast;,Central America;United States;,,,,,"MacMichael, David C.;Kenworthy, Eldon G.;Hathaway, Dale.;",,,,,,,,,CULectures,20000327120000.0,20141221,m,batch,lts,addfast,01914cim a22004572u 4500
3600787,20151214182712.0,ss|lmnjluz|nuu,991101s1985 nyunnn l eng d,(NIC)notisASF7852;3600787;(OCoLC)63896602;,NIC,NIC,NIC ;NIC;,,"Shevchenko, Arkady N.",,,,,,Breaking with Moscow: revelations of a Soviet diplomat,,[sound recording],1985.,1 sound cassette (55 min.) :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.;Sponsored by: Center for International Studies.;Speaker(s): Soviet defector and former Soviet diplomat.;",,,,,"Lecture, October 24, 1985.","Shevchenko describes his own experiences as a Soviet diplomat and as
                a defector from the Soviet Union and discusses US-USSR relations.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Political refugees;Defectors.;,,,,Soviet Union.,(OCoLC)fst00889593;(OCoLC)fst01907412;(OCoLC)fst01069678;,fast;fast;fast;,Defectors;Diplomatic relations;Political refugees;,,United States;Soviet Union;,Foreign relations;Foreign relations;,,Soviet Union.;United States.;,(OCoLC)fst01210281;(OCoLC)fst01204155;,fast;fast;,Soviet Union;United States;,,,,,,,,,,,,,,CULectures,20000323120000.0,20141221,m,batch,lts,addfast,01484cim a22003732u 4500
3600299,20151214182538.0,ss|lmnjluz|nuu,991101s1985 nyunnn l eng d,(NIC)notisASF7364;3600299;(OCoLC)63895845;,NIC,NIC,NIC;NIC;,,"Schwaetzer, Irmgard,",,1942-,,,,West German parties and their politics,,[sound recording],1985.,1 sound cassette (60 min.) :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.;Accompanied by: Notes.;Sponsored by: Western Societies Program.;Speaker(s): Member of the Free Democratic Party.;",,,,,"Lecture, October 30, 1985.","Adan-Schaetzer discusses West German political parties and social
                political conditions in West Germany.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(OCoLC)fst01069781,fast,Political science,,Germany (West),Politics and government.,,,(OCoLC)fst01210273,fast,Germany (West),,,,,,,,,,,,,,CULectures,20000403120000.0,20141221,m,batch,lts,addfast,01149cim a22003132u 4500
3600800,20151214182714.0,ss|lmnjluz|nuu,991101s1985 nyunnn l eng d,(NIC)notisASF7865;3600800;(OCoLC)63896624;,NIC,NIC,NIC,,"Soyinka, Wole.",,,,,,"Outward glance and inward retreat: ambivalence in African arts and
                literature",,[sound recording],1985.,1 sound cassette (75 min.) :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.;Sponsored by: Society for the Humanities.;",,,,,"Lecture, November 11, 1985.","Soyinka provides a detailed analysis of African art and discusses
                Western attitudes toward it.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"African literature.;Art, African.;",,,,,(OCoLC)fst00799832;(OCoLC)fst00815861;,fast;fast;,"African literature;Art, African;",,,,,,,,,,,,,,,,,,,,,,CULectures,19991201120000.0,20141221,m,batch,lts,addfast,01068cim a22003012u 4500
3600716,20151214182658.0,ss|lmnjluz|nuu,991101s1986 nyunnn l eng d,(NIC)notisASF7781;3600716;(OCoLC)63896492;,NIC,NIC,NIC;NIC;,,"Said, Edward W. ",,,,,,"Culture and imperialism: overlapping territories, intertwined
                histories",,[sound recording],1986.,1 sound cassette (85 min.) :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.;Accompanied by: Notes.;",,,,,"Lecture, February 6, 1986.","Said examines the intertwined relationship between history, culture,
                and imperialism.",No reproductions authorized.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Culture.;Imperialism.;,,,,,(OCoLC)fst00885059;(OCoLC)fst00968126;,fast;fast;,Culture;Imperialism;,,,,,,,,,,,,,,,,,,,,Culture and imperialism.;Messenger lectures.;,,CULectures,20000320120000.0,20141221,m,batch,lts,addfast,01137cim a22003372u 4500
3600511,20151214182614.0,ss|lmnjluz|nuu,991101s1986 nyunnn l eng d,(NIC)notisASF7576;3600511;(OCoLC)63896167;,NIC,NIC,NIC;NIC;,,"Said, Edward W.",,,,,,Culture and imperialism: consolidated vision,,[sound recording],1986.,1 sound cassette (90 min.) :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.",,,,,"Lecture, February 7, 1986.","Said describes the ""imperialist vision"" as it is manifested
                in culture, especialy in literature.",No reproductions authorized.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Culture.;Imperialism.;British literature.;,,,,,(OCoLC)fst00839082;(OCoLC)fst00885059;(OCoLC)fst00968126;,fast;fast;fast;,British literature;Culture;Imperialism;,,,,,,,,,,,,,,,,,,,,Culture and imperialism.;Messenger lectures.;,,CULectures,20000320120000.0,20141221,m,batch,lts,addfast,01178cim a22003492u 4500
3600510,20151214182614.0,ss|lmnjluz|nuu,991101s1986 nyunnn l eng d,(NIC)notisASF7575;3600510;(OCoLC)63896166;,NIC,NIC,NIC;NIC;,,"Said, Edward W. ",,,,,,Culture and imperialism: opposition and resistance,,[sound recording],1986.,1 sound cassette (60 min.) :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.",,,,,"Lecture, February 10, 1986.","Said describes the political and cultural subjugation of non-Western
                culture and explains changes in the nature of imperialism.",No reproductions authorized.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Culture.;Imperialism.;British literature.;,,,,,(OCoLC)fst00839082;(OCoLC)fst00885059;(OCoLC)fst01907412;(OCoLC)fst00968126;,fast;fast;fast;fast;,British literature;Culture;Diplomatic relations;Imperialism;,,Great Britain,Foreign relations.,,,(OCoLC)fst01204623,fast,Great Britain,,,,,,,,,,,,Culture and imperialism.;Messenger lectures.;,,CULectures,20000320120000.0,20141221,m,batch,lts,addfast,01386cim a22003852u 4500
3600509,20151214182614.0,ss|lmnjluz|nuu,991101s1986 nyunnn l eng d,(NIC)notisASF7574;3600509;(OCoLC)63896164;,NIC,NIC,NIC;NIC;,,"Said, Edward W. ",,,,,,"Culture and imperialism: domination, future-style",,[sound recording],1986.,1 sound cassette (85 min.) :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.",,,,,"Lecture, February 11, 1986.","Said explains the history, current perspective, and impact of
                colonialism and imperialism.",No reproductions authorized.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Imperialism.;World politics.;,,,,,(OCoLC)fst01907412;(OCoLC)fst00968126;(OCoLC)fst01181381;,fast;fast;fast;,Diplomatic relations;Imperialism;World politics;,,Great Britain,Foreign relations.,,,(OCoLC)fst01204623,fast,Great Britain,,,,,,,,,,,,Culture and imperialism.;Messenger lectures.;,,CULectures,20000320120000.0,20141221,m,batch,lts,addfast,01265cim a22003612u 4500
