ID Number,Kaltura ID,Accession Number,Title,Description,Filename
AFR_video_574,1_sbf1gsk1,4863817,AS&RC Conference Tape 15: Dr. Ronald Walters; Sylvia Wynter; Manny Marable; Prof. Willard R. Johnson,Dr. Ronald Walters; Sylvia Wynter; Manny Marable; Prof. Willard R. Johnson,http://digitalmedia.library.cornell.edu/kaltura/Africana/AFR_video_574.mp4
AFR_video_575,1_fniju0xi,4863855,"AS&RC Conference Tape 16: Prof. Willard Johnson (cont.), Prof. Bernard Maguhane & Prof. Nzongola-Ntalaja 1st 1/2",Prof. Willard Johnson; Prof. Bernard Maguhane; Prof. Nzongola-Ntalaja,http://digitalmedia.library.cornell.edu/kaltura/Africana/AFR_video_575.mp4
AFR_video_576,1_qhdruvnx,4863923,"AS&RC Conference Tape 17: Prof. Nzongola-Ntalaja (Continued) & William W. Sales, Jr.","Prof. Nzongola-Ntalaja; William W. Sales, Jr.;",http://digitalmedia.library.cornell.edu/kaltura/Africana/AFR_video_576.mp4
AFR_video_583,1_fwknkobs,4960024,Dr. Ben's Retirement Colloquium Townhouse,,http://digitalmedia.library.cornell.edu/kaltura/Africana/AFR_video_583.mp4
AFR_video_586,1_tny1qr37,4973686,"1984 Black Presidential Candidate, Rev. Jesse Jackson: ""Now is the Time""/CBS interview Minister Louis Farrakhan ",Rev. Jesse Jackson;Louis Farrakhan,http://digitalmedia.library.cornell.edu/kaltura/Africana/AFR_video_586.mp4
AFR_video_628,1_2sjv0ajl,5659106,"""Central Africa and the Caribbean: Cultural Interconnections""--Maureen Warner-Lewis",Maureen Warner-Lewis,http://digitalmedia.library.cornell.edu/kaltura/Africana/AFR_video_589.mp4
AFR_video_631,1_yub3ixt3,5676065,"""Souls of the Black Folks--100 years: DuBois' Concept of the Color into the 21st Century""  James Turner, Professor, Africana Studies and Research Center",James Turner,http://digitalmedia.library.cornell.edu/kaltura/Africana/AFR_video_593.mp4
AFR_video_593,1_5rs5bdg0,5014844,"""Contributions of Hoyt Fuller to Black Literature""--J. Turner;R. Harris;E. Traylor",J. Turner;R. Harris;E. Traylor,http://digitalmedia.library.cornell.edu/kaltura/Africana/AFR_video_612.mp4
AFR_video_589,1_vfp0ylfb,5014631,"""Reflections on Post Haile Selassie Ethiopia""-- Ayele Bekerie, Assistant Professor, Africana Studies and Research Center",Ayele Bekerie,http://digitalmedia.library.cornell.edu/kaltura/Africana/AFR_video_618.mp4
AFR_video_612,1_l2e4o3mo,2801445,"""Introblues: A poetic voyage into soul time""  Lecture by Prof. Kofi Anyidoho, University of Ghana at the Africana Center, Cornell University 9/15/1992",Kofi Anyidoho,http://digitalmedia.library.cornell.edu/kaltura/Africana/AFR_video_620.mp4
AFR_video_618,1_rf81n4d9,5555946,Speech Against Affirmative Action,James Meredith,http://digitalmedia.library.cornell.edu/kaltura/Africana/AFR_video_628.mp4
AFR_video_620,1_zjydjynz,5616736,"""Apartheid Forum"" Cornell African Student Association",Godfrey Sithole;Ann Ngutshana;Roy Gentle;Biodun Jeyifo;Kojo Busia; Locksley Edmondson,http://digitalmedia.library.cornell.edu/kaltura/Africana/AFR_video_631.mp4
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
